Company/Bond,Quarter,Rating,Ending Date,Net Debt/EBITDA,Total Debt/EBIT,Net Debt/EBIT,EBITDA to Interest Expense,EBITDA-CapEx/Interest Expense,EBIT to Interest Expense,Interest Expense,Common Equity/Total Assets,Long-Term Debt/Equity,Long-Term Debt/Capital,Long-Term Debt/Total Assets,Total Debt/Equity,Total Debt/Capital,Total Debt/Total Assets,Number Rating,Rating Change
Softbank Senior Unsecured,Q3 2008,Baa1,39447,3.96,8.2,7.19,5.77,2.96,3.28,28.2,8.69,278.77,65.63,52.44,324.77,76.46,61.09,8,0
Softbank Senior Unsecured,Q4 2008,Baa1,39538,3.89,8.77,7.24,4.34,2.36,2.05,31.3,8.42,267.85,61.56,49.87,335.12,77.02,62.39,8,0
Softbank Senior Unsecured,Q1 2009,Baa1,39629,3.96,8.65,7.36,5.54,3.02,3,28.4,8.97,263.26,60.01,50.21,338.69,77.2,64.6,8,0
Softbank Senior Unsecured,Q2 2009,Baa1,39721,3.86,8.41,7.15,5.88,3.39,3.31,28.7,9.36,253.55,59.19,49.4,328.35,76.65,63.97,8,0
Softbank Senior Unsecured,Q3 2009,Baa1,39813,3.75,8.12,6.98,6.03,4.13,3.36,28.2,9.03,244.83,57.45,48.01,326.12,76.53,63.95,8,0
Softbank Senior Unsecured,Q4 2009,Baa1,39903,3.45,7.58,6.3,5.93,4.3,3.11,27.1,8.53,241.78,56.23,45.46,330.01,76.74,62.05,8,0
Softbank Senior Unsecured,Q1 2010,Baa1,39994,3.24,7.05,5.78,6.67,3.89,3.94,27.5,9.52,227.64,55.51,45.72,310.06,75.61,62.27,8,0
Softbank Senior Unsecured,Q2 2010,Baa1,40086,2.93,6.5,5.09,7.1,4.68,4.39,27.9,10.2,225.07,57.4,47.23,292.08,74.49,61.3,8,0
,,,,,,,,,,,,,,,,,,,
Verizon Senior Unsecured (Domestic),Q1 2006,A3,38807,1.42,3.15,2.86,10.76,3.79,4.99,636,24.49,47.98,30.05,18.93,59.67,37.37,23.55,7,0
Verizon Senior Unsecured (Domestic),Q2 2006,A3,38898,1.42,3.15,2.91,11.57,3.62,5.45,590,24.36,44.16,27.88,17.42,58.4,36.87,23.04,7,0
Verizon Senior Unsecured (Domestic),Q3 2006,A3,38990,1.38,3.09,2.84,12.49,4.52,6.18,572,24.92,40.86,26.11,16.24,56.48,36.09,22.45,7,0
Verizon Senior Unsecured (Domestic),Q4 2006,A3,39082,1.09,2.67,2.26,13.32,3.8,6.67,551,25.71,37.26,25.3,15.17,47.3,32.11,19.26,7,0
Verizon Senior Unsecured (Domestic),Q1 2007,A3,39172,1.09,2.44,2.2,15.11,5.33,7.83,485,26.47,35.98,24.91,15.23,44.45,30.77,18.82,7,0
Verizon Senior Unsecured (Domestic),Q2 2007,A3,39263,1.02,2.15,1.99,16.97,5.88,9.12,455,26.97,36.7,26.1,15.9,40.64,28.9,17.6,7,0
Verizon Senior Unsecured (Domestic),Q3 2007,A3,39355,0.98,1.99,1.87,17.37,6.37,9.36,450,26.77,36.31,26.15,15.83,38.86,27.99,16.94,7,0
Verizon Senior Unsecured (Domestic),Q4 2007,A3,39447,0.9,1.89,1.68,18.21,6.06,9.86,439,27.05,34.03,24.73,15.09,37.6,27.32,16.67,7,0
Verizon Senior Unsecured (Domestic),Q1 2008,A3,39538,0.9,2.11,1.67,17.24,6.79,9.44,459,26.28,38.4,26.88,16.8,42.84,29.99,18.74,7,0
Verizon Senior Unsecured (Domestic),Q2 2008,A3,39629,1.29,2.48,2.36,20.17,4.83,11.28,403,25.36,39.5,26.26,16.83,50.41,33.51,21.49,7,0
Verizon Senior Unsecured (Domestic),Q3 2008,A3,39721,1.35,2.58,2.48,17.78,5.52,9.48,440,24.87,43.15,28.47,18.29,51.56,34.02,21.86,7,0
Verizon Senior Unsecured (Domestic),Q4 2008,A3,39813,1.32,3.08,2.47,14.66,5.64,7.41,517,20.61,59.51,35.89,23.21,65.84,39.7,25.67,7,0
Verizon Senior Unsecured (Domestic),Q1 2009,A3,39903,2.01,4.01,3.76,9.43,3.59,5.07,925,18.45,69.11,37.19,24.54,85.82,46.19,30.48,7,0
Verizon Senior Unsecured (Domestic),Q2 2009,A3,39994,1.95,3.79,3.72,10.81,4.05,5.61,787,18.97,71.8,40.26,26.43,78.37,43.94,28.85,7,0
Verizon Senior Unsecured (Domestic),Q3 2009,A3,40086,1.85,3.71,3.61,11.59,4.07,5.66,704,19.07,67.83,38.92,25.34,74.27,42.62,27.75,7,0
Verizon Senior Unsecured (Domestic),Q4 2009,A3,40178,1.83,3.88,3.72,10.49,4.04,4.3,686,18.24,65.43,37.6,24.26,73.99,42.52,27.44,7,0
Verizon Senior Unsecured (Domestic),Q1 2010,A3,40268,1.79,3.9,3.67,12.59,5.67,6.53,680,17.8,64.29,37.22,23.94,72.71,42.1,27.07,7,0
Verizon Senior Unsecured (Domestic),Q2 2010,A3,40359,1.83,4.87,4.43,6.76,0.43,0.6,679,17.35,58.71,34.94,21.92,68.03,40.49,25.4,7,0
Verizon Senior Unsecured (Domestic),Q3 2010,A3,40451,1.7,4.75,4.22,12.41,3.06,5.67,597,17.17,55.97,34.37,21.44,62.83,38.59,24.07,7,0
Verizon Senior Unsecured (Domestic),Q4 2010,A3,40543,1.47,3.61,3.12,18.51,6.9,11.31,567,17.53,52.07,32.37,20.57,60.83,37.82,24.03,7,0
Verizon Senior Unsecured (Domestic),Q1 2011,A3,40633,1.5,4.18,3.17,11.96,5,6.28,709,17.09,55.56,32.9,21.65,68.87,40.78,26.83,7,0
Verizon Senior Unsecured (Domestic),Q2 2011,A3,40724,1.33,2.82,2.46,12.56,5.33,6.82,717,17.59,52.83,33.12,21.42,59.51,37.31,24.13,7,0
Verizon Senior Unsecured (Domestic),Q3 2011,A3,40816,1.2,2.69,2.16,12.64,5.66,6.66,698,17.13,52.89,32.5,20.3,62.75,38.56,24.08,7,0
Verizon Senior Unsecured (Domestic),Q4 2011,A3,40908,1.4,4.29,3.2,4.36,-0.7,-1.58,703,15.61,58.55,35.64,21.83,64.28,39.13,23.96,7,0
Verizon Senior Unsecured (Domestic),Q1 2012,A3,40999,1.5,3.79,3.31,13.46,7.51,7.58,685,16.45,54.82,34.62,21.75,58.35,36.85,23.15,7,0
Verizon Senior Unsecured (Domestic),Q2 2012,A3,41090,1.35,3.64,2.89,14.4,7.95,8.32,679,16.43,51.4,32.54,20.56,57.94,36.68,23.17,7,0
Verizon Senior Unsecured (Domestic),Q3 2012,A3,41182,1.34,3.47,2.79,15.27,6.85,8.68,632,16.29,50.17,31.95,20.11,57,36.31,22.85,7,0
Verizon Senior Unsecured (Domestic),Q4 2012,A3,41274,1.64,3.96,3.68,1.68,-4.27,-5.51,575,14.72,55.67,34.61,21.14,60.85,37.83,23.11,7,0
Verizon Senior Unsecured (Domestic),Q1 2013,A3,41364,1.52,3.73,3.29,19.26,9.44,11.59,537,14.73,47.94,29.89,18.57,60.37,37.65,23.38,7,0
Verizon Senior Unsecured (Domestic),Q2 2013,A3,41455,1.5,3.3,3.14,20.83,9.56,12.75,514,15.25,47.95,30.52,18.71,57.08,36.34,22.28,7,0
Verizon Senior Unsecured (Domestic),Q3 2013,Baa1,41547,1.26,5.92,2.5,20.33,9.52,12.84,555,12.64,100.75,48.01,32.87,109.83,52.34,35.83,8,1
Verizon Senior Unsecured (Domestic),Q4 2013,Baa1,41639,0.81,2.93,1.23,15.31,9.07,11.37,1061,14.17,93.97,47.44,32.71,98.09,49.52,34.15,8,0
Verizon Senior Unsecured (Domestic),Q1 2014,Baa1,41729,2.14,3.34,3.23,9.31,5.29,5.9,1214,5.74,776.96,87.05,48.57,792.5,88.8,49.54,8,0
Verizon Senior Unsecured (Domestic),Q2 2014,Baa1,41820,2.04,3.23,3.04,10.18,6.45,6.6,1164,6.64,672.6,85.48,47.99,686.85,87.29,49,8,0
Verizon Senior Unsecured (Domestic),Q3 2014,Baa1,41912,2.01,3.23,3,8.81,5.2,5.49,1255,7.33,598.99,84.61,47.56,607.91,85.87,48.27,8,0
Verizon Senior Unsecured (Domestic),Q4 2014,Baa1,42004,2.83,5.78,5.21,1.51,-1.98,-1.67,1282,5.29,808.25,87.07,47.52,828.25,89.23,48.69,8,0
Verizon Senior Unsecured (Domestic),Q4 2013,Baa1,41639,0.81,2.93,1.23,15.31,9.07,11.37,1061,14.17,93.97,47.44,32.71,98.09,49.52,34.15,8,0
Verizon Senior Unsecured (Domestic),Q1 2014,Baa1,41729,2.14,3.34,3.23,9.31,5.29,5.9,1214,5.74,776.96,87.05,48.57,792.5,88.8,49.54,8,0
Verizon Senior Unsecured (Domestic),Q2 2014,Baa1,41820,2.04,3.23,3.04,10.18,6.45,6.6,1164,6.64,672.6,85.48,47.99,686.85,87.29,49,8,0
Verizon Senior Unsecured (Domestic),Q3 2014,Baa1,41912,2.01,3.23,3,8.81,5.2,5.49,1255,7.33,598.99,84.61,47.56,607.91,85.87,48.27,8,0
Verizon Senior Unsecured (Domestic),Q4 2014,Baa1,42004,2.83,5.78,5.21,1.51,-1.98,-1.67,1282,5.29,808.25,87.07,47.52,828.25,89.23,48.69,8,0
Verizon Senior Unsecured (Domestic),Q1 2015,Baa1,42094,2.95,5.56,5.32,8.97,5.99,5.98,1332,3.96,1012.63,87.76,46.21,1053.89,91.33,48.09,8,0
Verizon Senior Unsecured (Domestic),Q2 2015,Baa1,42185,3,5.54,5.37,9.77,5.31,6.47,1208,4.74,850.28,86.5,45.47,882.95,89.83,47.21,8,0
Verizon Senior Unsecured (Domestic),Q3 2015,Baa1,42277,2.91,5.3,5.11,9.6,5.16,6.27,1202,5.43,722.46,82.81,43.4,772.41,88.54,46.4,8,0
Verizon Senior Unsecured (Domestic),Q4 2015,Baa1,42369,2.15,3.33,3.19,11.7,6.3,8.27,1178,6.72,581.24,81,42.39,617.61,86.06,45.04,8,0
Verizon Senior Unsecured (Domestic),Q1 2016,Baa1,42460,2.12,3.33,3.15,10.07,6.32,6.69,1188,7.62,515.42,79.71,42.36,546.59,84.53,44.92,8,0
Verizon Senior Unsecured (Domestic),Q2 2016,Baa1,42551,2.11,3.35,3.25,8.43,3.88,4.5,1013,8.3,447.95,77.13,40.08,480.74,82.78,43.01,8,0
Verizon Senior Unsecured (Domestic),Q3 2016,Baa1,42643,2.24,3.7,3.48,10.1,5.24,6.3,1038,8.54,467.36,79.91,42.9,484.88,82.9,44.51,8,0
,,,,,,,,,,,,,,,,,,,
Oracle Senior Unsecured (Domestic),Q1 2003,A3,37499,-1.62,0.09,-1.79,166,155.25,145,4,55.08,5.42,5.14,2.99,5.42,5.14,2.99,7,0
Oracle Senior Unsecured (Domestic),Q2 2003,A3,37590,-1.38,0.09,-1.53,219,211,198.5,4,54.33,5.91,5.58,3.21,5.91,5.58,3.21,7,0
Oracle Senior Unsecured (Domestic),Q3 2003,A3,37680,-1.51,0.09,-1.69,222,218.75,199,4,56.13,2.9,2.75,1.63,5.64,5.34,3.17,7,0
Oracle Senior Unsecured (Domestic),Q4 2003,A3,37772,-1.64,0.1,-1.8,334.75,284,317.5,4,57.63,2.77,2.63,1.6,5.19,4.93,2.99,7,0
Oracle Senior Unsecured (Domestic),Q1 2004,A3,37864,-1.87,0.09,-2.04,61.55,54.64,56,11,57.98,2.58,2.46,1.5,4.92,4.69,2.85,7,0
Oracle Senior Unsecured (Domestic),Q2 2004,A3,37955,-2,0.09,-2.16,325,316,305,3,61.13,2.35,2.25,1.44,4.46,4.27,2.73,7,0
Oracle Senior Unsecured (Domestic),Q3 2004,A3,38046,-1.97,0.05,-2.11,246.25,236,231.75,4,63.22,2.3,2.24,1.45,2.3,2.24,1.45,7,0
Oracle Senior Unsecured (Domestic),Q4 2004,A3,38138,-2.05,0.04,-2.18,486.33,471.33,468,3,62.64,2.04,2,1.28,2.15,2.11,1.35,7,0
Oracle Senior Unsecured (Domestic),Q1 2005,A3,38230,-2.21,0.04,-2.34,128,122.33,119.17,6,63.18,2.03,1.99,1.28,2.15,2.1,1.36,7,0
Oracle Senior Unsecured (Domestic),Q2 2005,A3,38321,-2.11,0.04,-2.22,197.17,187.5,188.5,6,65.46,1.88,1.85,1.23,1.99,1.95,1.3,7,0
Oracle Senior Unsecured (Domestic),Q3 2005,A3,38411,-0.39,1.76,-0.42,18.31,17.31,16,58,41.53,1.61,0.92,0.67,74.65,42.74,31,7,0
Oracle Senior Unsecured (Domestic),Q4 2005,A3,38503,-0.4,0.65,-0.45,28.63,28.05,24.66,65,52.39,1.47,1.16,0.77,26.32,20.83,13.79,7,0
Oracle Senior Unsecured (Domestic),Q1 2006,A3,38595,-0.58,0.38,-0.67,44.9,42.43,35.76,21,57.82,1.39,1.21,0.8,14.82,12.91,8.57,7,0
Oracle Senior Unsecured (Domestic),Q2 2006,A3,38686,-0.45,0.24,-0.53,80.19,78.06,69.75,16,62.62,1.29,1.18,0.81,8.77,8.07,5.49,7,0
Oracle Senior Unsecured (Domestic),Q3 2006,A3,38776,-0.31,1.31,-0.36,28.47,26.94,23.73,49,52.85,38.16,27.18,20.17,40.43,28.79,21.37,7,0
Oracle Senior Unsecured (Domestic),Q4 2007,A2,39233,0.08,1.24,0.09,27.82,26.41,24.49,96,48.94,36.85,25.44,18.03,44.88,30.98,21.96,6,-1
Oracle Senior Unsecured (Domestic),Q1 2008,A2,39325,-0.2,0.98,-0.24,17.19,16.27,13.45,94,51.83,35.06,25.96,18.17,35.07,25.97,18.18,6,0
Oracle Senior Unsecured (Domestic),Q2 2008,A2,39416,-0.27,0.91,-0.32,24.38,23.61,20.34,89,54.12,32.32,24.42,17.49,32.33,24.43,17.5,6,0
Oracle Senior Unsecured (Domestic),Q3 2008,A2,39507,-0.49,0.86,-0.59,26.83,26.35,22.48,82,55.78,29.96,23.05,16.71,29.97,23.06,16.72,6,0
Oracle Senior Unsecured (Domestic),Q4 2008,A2,39599,0.02,1.4,0.02,26.96,26.59,23.8,130,48.71,44.45,29.87,21.65,48.8,32.8,23.77,6,0
Oracle Senior Unsecured (Domestic),Q1 2009,A2,39691,-0.18,1.36,-0.22,12.57,10.53,9.57,159,50.4,42.98,29.2,21.66,47.18,32.06,23.78,6,0
Oracle Senior Unsecured (Domestic),Q2 2009,A2,39782,0.06,1.33,0.07,15.74,15.25,12.58,157,50.94,44.85,30.05,22.85,49.24,33,25.08,6,0
Oracle Senior Unsecured (Domestic),Q3 2009,A2,39872,-0.01,1.32,-0.01,15.85,15.25,12.6,154,51.34,44.36,29.83,22.77,48.7,32.75,25,6,0
Oracle Senior Unsecured (Domestic),Q4 2009,A2,39964,-0.23,1.23,-0.29,21.3,21.06,18.14,159,52.91,36.82,26.15,19.48,40.81,28.98,21.59,6,0
Oracle Senior Unsecured (Domestic),Q1 2010,A2,40056,-0.55,1.72,-0.68,12.47,12.16,9.72,179,49.33,51.81,33.3,25.89,55.59,35.73,27.78,6,0
Oracle Senior Unsecured (Domestic),Q2 2010,A2,40147,-0.56,1.69,-0.69,14.23,13.99,11.59,188,51.14,49.26,32.23,25.54,52.85,34.57,27.4,6,0
Oracle Senior Unsecured (Domestic),Q3 2010,A2,40237,-0.17,1.82,-0.2,13,12.67,9.91,186,47.95,39.85,25.8,19.36,54.48,35.27,26.47,6,0
Oracle Senior Unsecured (Domestic),Q4 2010,A2,40329,-0.34,1.62,-0.42,19.93,19.59,16.42,201,50.01,36.89,25.1,18.69,46.97,31.96,23.8,6,0
Oracle Senior Unsecured (Domestic),Q1 2011,A2,40421,-0.56,1.84,-0.71,13.36,12.76,9.78,196,49.2,45.45,29.82,22.65,52.41,34.39,26.11,6,0
Oracle Senior Unsecured (Domestic),Q2 2011,A2,40512,-0.62,1.73,-0.79,16.26,15.69,12.94,214,51.18,42.41,28.49,21.98,48.88,32.83,25.33,6,0
Oracle Senior Unsecured (Domestic),Q3 2011,A1,40602,-0.7,1.34,-0.88,18.08,17.43,14.64,204,54.11,39.81,28.47,21.8,39.81,28.47,21.8,5,-1
Oracle Senior Unsecured (Domestic),Q4 2011,A1,40694,-0.87,1.32,-1.07,25.86,3.64,22.35,195,54.09,36.71,26.3,20.09,39.56,28.35,21.65,5,0
Oracle Senior Unsecured (Domestic),Q1 2012,A1,40786,-1.08,1.16,-1.32,17.67,16.83,13.97,192,55.36,35.86,26.4,20.02,35.86,26.4,20.02,5,0
Oracle Senior Unsecured (Domestic),Q2 2012,A1,40877,-1.02,1.12,-1.24,19.85,19.18,16.2,192,57.5,34.96,25.91,20.27,34.96,25.91,20.27,5,0
Oracle Senior Unsecured (Domestic),Q3 2012,A1,40968,-0.92,1.1,-1.11,21.3,20.55,17.46,190,57.66,34.15,25.46,19.87,34.15,25.46,19.87,5,0
Oracle Senior Unsecured (Domestic),Q4 2012,A1,41060,-0.85,1.2,-1.04,27.69,26.57,23.69,194,55.78,30.68,22.33,17.27,37.37,27.2,21.03,5,0
Oracle Senior Unsecured (Domestic),Q1 2013,A1,41152,-1,1.06,-1.21,19.28,18.54,15.31,188,56.6,30.92,23.11,17.66,33.77,25.25,19.29,5,0
Oracle Senior Unsecured (Domestic),Q2 2013,A1,41243,-0.81,1.39,-0.98,21.48,20.39,17.8,195,53.96,42.63,29.3,23.23,45.51,31.28,24.8,5,0
Oracle Senior Unsecured (Domestic),Q3 2013,A1,41333,-0.79,1.38,-0.96,19.8,19.23,16.26,205,54.56,42.25,29.12,23.29,45.11,31.08,24.86,5,0
Oracle Senior Unsecured (Domestic),Q4 2013,A1,41425,-0.78,1.26,-0.93,27.34,26.47,23.81,210,54.57,40.97,29.06,22.61,40.97,29.06,22.61,5,0
Oracle Senior Unsecured (Domestic),Q1 2014,A1,41517,-0.85,1.64,-1.02,16.67,15.97,13.24,217,50.39,51.32,33.15,26.13,54.81,35.4,27.9,5,0
Oracle Senior Unsecured (Domestic),Q2 2014,A1,41608,-0.73,1.65,-0.88,18,17.45,14.83,230,51.11,51.38,33.18,26.56,54.84,35.42,28.35,5,0
Oracle Senior Unsecured (Domestic),Q3 2014,A1,41698,-0.73,1.63,-0.88,18.76,18.11,15.64,228,51.65,50.13,32.66,26.2,53.48,34.85,27.95,5,0
Oracle Senior Unsecured (Domestic),Q4 2014,A1,41790,-0.83,1.63,-1,23.57,22.92,20.54,239,51.93,47.61,31.57,25.02,50.79,33.68,26.7,5,0
Oracle Senior Unsecured (Domestic),Q1 2015,A1,41882,-1.08,2.19,-1.28,14.06,13.29,11.35,261,47.48,67.95,40.46,32.66,67.95,40.46,32.66,5,0
Oracle Senior Unsecured (Domestic),Q2 2015,A1,41973,-0.69,2.17,-0.82,15.16,14.36,12.56,282,48.36,67.67,40.36,33.02,67.67,40.36,33.02,5,0
Oracle Senior Unsecured (Domestic),Q3 2015,A1,42063,-0.65,2.18,-0.78,14.97,13.62,12.39,273,48.67,62.35,37.45,30.62,66.47,39.93,32.64,5,0
Oracle Senior Unsecured (Domestic),Q4 2015,A1,42155,-0.74,3.03,-0.89,14.46,12.62,12.25,325,43.88,81.39,43.88,36.03,85.46,46.08,37.83,5,0
Oracle Senior Unsecured (Domestic),Q1 2016,A1,42247,-0.85,3.1,-1.02,8.89,7.7,7.1,374,42.93,84.25,44.7,36.51,88.46,46.94,38.33,5,0
Oracle Senior Unsecured (Domestic),Q2 2016,A1,42338,-0.66,3.23,-0.8,9.67,9.15,7.96,371,43.13,86.2,45.25,37.51,90.52,47.51,39.39,5,0
Oracle Senior Unsecured (Domestic),Q3 2016,A1,42429,-0.7,3.18,-0.84,10.14,9.11,8.41,360,43.73,86.55,46.4,38.23,86.55,46.4,38.23,5,0
,,,,,,,,,,,,,,,,,,,
"Medtronic, Inc Senior Unsecured",Q1 2003,A1,37463,0.62,1.12,0.72,48.72,42.21,41.73,14,60.15,0.14,0.1,0.09,37.41,27.23,22.5,5,0
"Medtronic, Inc Senior Unsecured",Q2 2003,A1,37554,0.49,1.01,0.57,92.6,83.7,79.78,8,62.72,27.62,20.72,17.32,33.26,24.96,20.86,5,0
"Medtronic, Inc Senior Unsecured",Q3 2003,A1,37645,0.31,0.96,0.37,59.52,51.13,51.38,12.9,63.57,26.2,19.89,16.65,31.74,24.09,20.18,5,0
"Medtronic, Inc Senior Unsecured",Q4 2003,A1,37736,0.23,0.83,0.27,76.67,67.73,62.47,12.3,64.17,22.93,17.94,14.72,27.81,21.76,17.84,5,0
"Medtronic, Inc Senior Unsecured",Q1 2004,A1,37827,0.34,0.86,0.4,72.15,65.79,63.25,11.2,64.76,24.21,18.74,15.68,29.21,22.61,18.91,5,0
"Medtronic, Inc Senior Unsecured",Q2 2004,A1,37918,0.38,0.85,0.44,64.39,56.93,55.71,13.5,64.35,0.03,0.02,0.02,29.71,22.9,19.12,5,0
"Medtronic, Inc Senior Unsecured",Q3 2004,A1,38009,0.29,0.83,0.34,59.92,52.06,51.88,14.4,64.65,0.02,0.02,0.02,28.38,22.11,18.35,5,0
"Medtronic, Inc Senior Unsecured",Q4 2004,A1,38107,0.12,0.75,0.14,61.03,53.01,54.71,17.4,64.33,0.01,0.01,0.01,25.99,20.63,16.72,5,0
"Medtronic, Inc Senior Unsecured",Q1 2005,A1,38198,-0.02,0.72,-0.02,71.94,64.89,63.21,12.6,64.9,0.02,0.01,0.01,24.88,19.93,16.15,5,0
"Medtronic, Inc Senior Unsecured",Q2 2005,A1,38289,-0.09,0.73,-0.11,59.79,52.31,51.9,14.4,65.38,19.9,16.07,13.01,23.83,19.25,15.58,5,0
"Medtronic, Inc Senior Unsecured",Q3 2005,A1,38380,-0.14,0.71,-0.16,38.2,33.93,33.72,25.8,65.19,19.3,15.65,12.58,23.34,18.93,15.22,5,0
"Medtronic, Inc Senior Unsecured",Q1 2006,A1,38562,0.07,1.01,0.08,47.6,41.84,41.64,21.4,62.54,18.65,14.08,11.66,32.44,24.49,20.29,5,0
"Medtronic, Inc Senior Unsecured",Q2 2006,A1,38653,-0.08,1.08,-0.1,36.38,31.37,31.41,28.4,62.66,8.99,6.69,5.64,34.46,25.63,21.59,5,0
"Medtronic, Inc Senior Unsecured",Q3 2006,A1,38744,-0.22,1.13,-0.25,32.26,29.22,27.92,31.9,64,8.54,6.36,5.47,34.3,25.54,21.95,5,0
"Medtronic, Inc Senior Unsecured",Q4 2006,A1,38835,0.43,2.14,0.49,34.03,29.68,30.05,34.3,47.71,58.47,31.7,27.9,84.45,45.78,40.29,5,0
"Medtronic, Inc Senior Unsecured",Q1 2007,A1,38926,0.46,2.14,0.53,18.93,16.45,16.33,54,49.04,55.43,30.8,27.18,79.95,44.43,39.21,5,0
"Medtronic, Inc Senior Unsecured",Q2 2007,A1,39017,0.59,1.64,0.67,18.61,16.26,16.21,57,54.39,54.31,34.06,29.54,59.45,37.29,32.33,5,0
"Medtronic, Inc Senior Unsecured",Q3 2007,A1,39108,0.65,1.62,0.74,21.6,18.23,18.84,50,56.12,50.77,32.59,28.49,55.79,35.81,31.31,5,0
"Medtronic, Inc Senior Unsecured",Q4 2007,A1,39199,0.64,1.63,0.8,11.67,7.42,7.35,135,56.26,50.82,32.69,28.59,55.45,35.67,31.2,5,0
"Medtronic, Inc Senior Unsecured",Q1 2008,A1,39290,0.67,1.59,0.85,20.53,17.07,17.72,53,56.68,50.04,32.45,28.36,54.2,35.15,30.72,5,0
"Medtronic, Inc Senior Unsecured",Q2 2008,A1,39381,0.17,1.7,0.21,15.72,13.2,13.73,64,55.74,47.88,30.79,26.69,55.52,35.7,30.95,5,0
"Medtronic, Inc Senior Unsecured",Q3 2008,A1,39472,1.17,1.83,1.49,15.73,13.47,13.32,75,51.21,51.58,31.53,26.42,63.6,38.87,32.57,5,0
"Medtronic, Inc Senior Unsecured",Q4 2008,A1,39563,1.13,1.7,1.31,11.51,10.46,10.08,126,51.97,50.29,31.38,26.14,60.3,37.62,31.34,5,0
"Medtronic, Inc Senior Unsecured",Q1 2009,A1,39654,1.09,1.67,1.26,12.99,11.59,11.24,99,53.84,44.93,28.38,24.19,58.29,36.82,31.38,5,0
"Medtronic, Inc Senior Unsecured",Q2 2009,A1,39745,1.12,1.56,1.31,11.03,9.32,9.04,90,57.3,43.75,28.82,25.07,51.81,34.13,29.69,5,0
"Medtronic, Inc Senior Unsecured",Q3 2009,A1,39836,1.02,1.61,1.19,12.64,11.25,10.77,91,57.39,42.29,27.94,24.27,51.35,33.93,29.47,5,0
"Medtronic, Inc Senior Unsecured",Q1 2010,A1,40025,1.57,2.55,1.98,8.76,7.18,6.95,104,55.76,47.98,31.36,26.75,52.99,34.64,29.55,5,0
"Medtronic, Inc Senior Unsecured",Q2 2010,A1,40116,1.52,2.33,1.85,15.89,14.35,13.91,93,56.04,46.8,30.17,26.22,55.09,35.52,30.87,5,0
"Medtronic, Inc Senior Unsecured",Q3 2010,A1,40207,1.21,2.12,1.47,15.06,13.79,13.06,97,56.9,41.87,27.57,23.82,51.86,34.15,29.51,5,0
"Medtronic, Inc Senior Unsecured",Q4 2010,A1,40298,1.05,2.03,1.23,14.86,13.16,12.95,108,52.08,47.47,28.76,24.72,65.07,39.42,33.89,5,0
"Medtronic, Inc Senior Unsecured",Q1 2011,A1,40389,1.12,2.05,1.29,12.6,11.48,10.85,107,50.95,48.49,28.2,24.7,71.97,41.85,36.66,5,0
"Medtronic, Inc Senior Unsecured",Q2 2011,A1,40480,1.27,2.24,1.49,9.82,8.42,7.92,113,50.58,48.22,28.15,24.39,71.26,41.61,36.04,5,0
"Medtronic, Inc Senior Unsecured",Q3 2011,A1,40571,1.35,2.34,1.59,11.71,10.49,10.04,113,50.19,46.13,27.13,23.15,70.05,41.19,35.16,5,0
"Medtronic, Inc Senior Unsecured",Q4 2011,A1,40662,1.47,2.32,1.74,10.77,9.71,8.97,118,52.06,50.8,31.44,26.44,61.59,38.12,32.06,5,0
"Medtronic, Inc Senior Unsecured",Q1 2012,A1,40753,1.48,2.37,1.77,17.79,15.7,15.05,77,52.56,50.15,31.05,26.36,61.52,38.09,32.33,5,0
"Medtronic, Inc Senior Unsecured",Q2 2012,A1,40844,1.5,2.25,1.77,16.87,15.06,14.36,85,52.72,49.12,30.44,25.89,61.37,38.03,32.35,5,0
"Medtronic, Inc Senior Unsecured",Q3 2012,A1,40935,1.45,2.23,1.72,15.3,13.97,12.96,89,53.8,48.04,30.11,25.85,59.53,37.31,32.03,5,0
"Medtronic, Inc Senior Unsecured",Q4 2012,A1,41026,0.23,2.28,0.28,13.52,12.27,11.48,98,52.15,43,26.52,22.42,62.13,38.32,32.4,5,0
"Medtronic, Inc Senior Unsecured",Q1 2013,A1,41117,1.51,2.31,1.78,15.25,13.93,13.03,89,51.89,42.8,26.35,22.21,62.46,38.45,32.41,5,0
"Medtronic, Inc Senior Unsecured",Q2 2013,A2,41208,1.69,2.62,2,12,10.75,9.91,95,50.57,42.82,25.69,21.66,66.68,40,33.72,6,1
"Medtronic, Inc Senior Unsecured",Q3 2013,A2,41299,1.7,2.57,2.01,14.61,13.2,12.43,98,51.03,41.01,25,20.93,64.02,39.03,32.67,6,0
"Medtronic, Inc Senior Unsecured",Q4 2013,A2,41390,-0.09,2.36,-0.11,13.2,11.94,11.23,106,53.5,52.17,33.22,27.91,57.05,36.32,30.52,6,0
"Medtronic, Inc Senior Unsecured",Q1 2014,A2,41481,-0.04,2.44,-0.05,16.06,15.02,13.74,90,52.95,52.04,32.45,27.56,60.37,37.64,31.97,6,0
"Medtronic, Inc Senior Unsecured",Q2 2014,A2,41572,-0.05,2.54,-0.06,14.68,13.44,12.44,95,51.4,51.41,31.06,26.43,65.54,39.59,33.68,6,0
"Medtronic, Inc Senior Unsecured",Q3 2014,A2,41663,-0.26,2.64,-0.31,13.47,12.3,11.14,92,51.98,49.61,30.41,25.79,63.13,38.7,32.82,6,0
